tags,name,patrons,month_amount,total_amount
"YOUTUBE,MOTORYZACJA",Daniel Grzyb,10,530 zł,20 tys. zł
"FILM,INNE,YOUTUBE",PaFi,0,0 zł,0 zł
"FILM,GRY,EDUKACJA,YOUTUBE",JankyzFSX,0,0 zł,110 zł
"GRY,YOUTUBE,PODCAST",LAKARNUM,0,0 zł,3995 zł
"GRY,YOUTUBE,STREAMERZY",TeKo,1,5 zł,4620 zł
"SPORT,YOUTUBE,STREAMERZY",#PolskaFantazja,0,0 zł,0 zł
"TANIEC,YOUTUBE",Katarzyna Kashira Stocka,0,0 zł,1930 zł
"RĘKODZIEŁO,EDUKACJA,YOUTUBE",MORDEN,0,0 zł,4405 zł
"GRY,YOUTUBE",hunteerTV,0,0 zł,9 zł
"GRY,PUBLICYSTYKA,YOUTUBE",Polskie Gry Wideo,0,0 zł,80 zł
"FILM,GRY,YOUTUBE",Gummyslav,0,0 zł,45 zł
"GRY,YOUTUBE",Shevaral,0,0 zł,0 zł
"GRY,YOUTUBE",gameplayzmaxim,0,0 zł,95 zł
"EDUKACJA,PUBLICYSTYKA,YOUTUBE",Ripsonar News,0,0 zł,220 zł
"WYPRAWY,GRY,YOUTUBE",Rozmowy na Maxa,0,0 zł,0 zł
"SPORT,YOUTUBE,SPORTY EKSTREMALNE,KULINARNI",Epic Cheat Meal,0,0 zł,1720 zł
"EDUKACJA,YOUTUBE,NAUKA",Wszystko o zarządzaniu,FALSE,FALSE,FALSE
"GRY,YOUTUBE",Homie,0,0 zł,0 zł
"SPORT,YOUTUBE,SPORTY EKSTREMALNE,PODCAST",Paweł Chalacis,0,0 zł,770 zł
"FILM,YOUTUBE",DualForce,0,0 zł,4425 zł
"WYPRAWY,YOUTUBE",Patryk Romanowski,FALSE,FALSE,FALSE
"GRY,YOUTUBE",Noxy,0,0 zł,1540 zł
"GRY,YOUTUBE",PiwnaRecenzja - Przemysław Stefańczyk,4,55 zł,3040 zł
"GRY,PUBLICYSTYKA,YOUTUBE",Z padem w łapie,0,0 zł,0 zł
"WYPRAWY,YOUTUBE",Aiko & Emil Truszkowski,203,5990 zł,FALSE
"INNE,EDUKACJA,YOUTUBE",Śląskie Centrum Kultury,0,0 zł,0 zł
"FILM,GRY,SPORT,YOUTUBE",M.Pawlus,0,0 zł,1285 zł
"GRY,YOUTUBE,PODCAST",Michał Broda,0,0 zł,110 zł
YOUTUBE,Terrarysta Terra,0,0 zł,0 zł
"INNE,YOUTUBE,ZWIERZĘTA",BeeRoyal - Save the bees,0,0 zł,0 zł
"GRY,YOUTUBE",P3jp3r,0,0 zł,0 zł
"GRY,KOMIKS,YOUTUBE",Wojciech Spychalski,1,10 zł,1210 zł
"YOUTUBE,MOTORYZACJA",ShotFix,0,0 zł,0 zł
"INNE,PUBLICYSTYKA,YOUTUBE",MUANI,0,0 zł,1439 zł
"WYPRAWY,GRY,YOUTUBE",Mardey,0,0 zł,125 zł
"GRY,PUBLICYSTYKA,YOUTUBE",Androidpolska.pl,0,0 zł,0 zł
"EDUKACJA,YOUTUBE,PODCAST",Radosław Budnicki,9,261 zł,19 tys. zł
"FILM,YOUTUBE",Karol Friz Wiśniewski,0,0 zł,320 zł
"GRY,YOUTUBE,STREAMERZY",Teo Meister,0,0 zł,0 zł
"SPORT,EDUKACJA,YOUTUBE,SPORTY WALKI,WORKOUT",Damian Laszuk,0,0 zł,2190 zł
"SPORT,PUBLICYSTYKA,YOUTUBE,PIŁKA NOŻNA,YOUTUBE",orleta1920,0,0 zł,80 zł
"WYPRAWY,YOUTUBE,KULINARNI",Dom Pachnący Żywicą,1,10 zł,529 zł
YOUTUBE,Bez kanału,0,0 zł,11 tys. zł
"YOUTUBE,MOTORYZACJA",Miłośnicy czterech kółek,4,60 zł,46 tys. zł
"EDUKACJA,YOUTUBE",Cziczak Academy,0,0 zł,0 zł
"PUBLICYSTYKA,YOUTUBE,POLITYKA",Jeden z Wielu,12,190 zł,7385 zł
YOUTUBE,Michał Ferster,0,0 zł,394 zł
"FILM,INNE,EDUKACJA,YOUTUBE",Jakbyniepaczeć,50,855 zł,90 tys. zł
"PUBLICYSTYKA,YOUTUBE,PODCAST",Klub Jagielloński,29,879 zł,51 tys. zł
"EDUKACJA,YOUTUBE",Praca na statku,0,0 zł,3 zł
"INNE,YOUTUBE,ZDROWIE",Relaks Wieczorową Porą,0,0 zł,FALSE
"GRY,INNE,SPORT,YOUTUBE,INNE",Radian League,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,YOUTUBE",Zabawa w budowie,0,0 zł,1015 zł
"YOUTUBE,NAUKA",Mateusz Macias,0,0 zł,0 zł
"SZTUKA,MALARSTWO,YOUTUBE",Mateusz Spysiński,0,0 zł,4680 zł
"GRY,SZTUKA,GRAFIKA,MALARSTWO,YOUTUBE",TigaLioness Art,FALSE,FALSE,FALSE
"SZTUKA,YOUTUBE",Ace,0,0 zł,0 zł
"SPORT,YOUTUBE,SPORTY EKSTREMALNE",Dominik Dodek Murawski,0,0 zł,0 zł
"RĘKODZIEŁO,DESIGN,EDUKACJA,YOUTUBE",Pragmatyczny Przemek,0,0 zł,300 zł
"GRY,YOUTUBE",AdmiraleS,0,0 zł,0 zł
"RĘKODZIEŁO,COSPLAY,YOUTUBE",Magdalena Madlencia Wojtal,0,0 zł,5665 zł
"GRY,YOUTUBE,NAUKA",Kamil Szyłkiewicz,0,0 zł,402 zł
YOUTUBE,Dumne Ugrupowanie Pisarzy Absurdu,0,0 zł,0 zł
"EDUKACJA,YOUTUBE,ZDROWIE",Damian Sobański,5,340 zł,30 tys. zł
"FILM,WYPRAWY,YOUTUBE",InterAmeryka,24,506 zł,6457 zł
"GRY,MALARSTWO,YOUTUBE",Iliach,0,0 zł,5 zł
"LITERATURA,EDUKACJA,YOUTUBE,#KULTURAWSIECI",Piwnic,2,19 zł,1256 zł
"RĘKODZIEŁO,YOUTUBE,ZDROWIE",Venus PolNocy - Bez Pudru,0,0 zł,195 zł
"GRY,COSPLAY,PUBLICYSTYKA,YOUTUBE",Konwenty Południowe,0,0 zł,4625 zł
"EDUKACJA,PUBLICYSTYKA,YOUTUBE",KonteStacja.com,22,384 zł,FALSE
"FILM,YOUTUBE",HAG Films,0,0 zł,100 zł
"FILM,GRAFIKA,YOUTUBE",Marcin Pawłowski,0,0 zł,5 zł
"WYPRAWY,YOUTUBE,ZWIERZĘTA",Jakub Zając,4,135 zł,32 tys. zł
"GRY,YOUTUBE,STREAMERZY",Erpegowe Piekiełko,74,1402 zł,FALSE
"FILM,EDUKACJA,PUBLICYSTYKA,YOUTUBE",eMisjaTv,50,1670 zł,54 tys. zł
"FILM,GRY,GRAFIKA,YOUTUBE",Azalt,0,0 zł,0 zł
"SPORT,YOUTUBE,SPORTY EKSTREMALNE,MOTORYZACJA",SiekajBrothers,FALSE,FALSE,FALSE
YOUTUBE,Smash IT!,0,0 zł,60 zł
"PUBLICYSTYKA,YOUTUBE",Tomasz Słodki,1,20 zł,4130 zł
"YOUTUBE,PODCAST",Aplikacja TopNetWork,0,0 zł,10 tys. zł
"FILM,INNE,SPORT,YOUTUBE,YOUTUBE,SPORTY WODNE",Tomasz Lewandowski,4,184 zł,37 tys. zł
"WYPRAWY,EDUKACJA,YOUTUBE",Polska i Polacy,0,0 zł,50 zł
"LITERATURA,YOUTUBE,PODCAST",Polish Creepypasta,0,0 zł,3620 zł
"SPORT,YOUTUBE,PIŁKA NOŻNA,ZDROWIE",Lis Pola Karnego,0,0 zł,380 zł
"EDUKACJA,YOUTUBE,NAUKA",Prosta Ekonomia,51,662 zł,99 tys. zł
"GRY,SZTUKA,MALARSTWO,YOUTUBE",Anna Ainaq Jurkowska,0,0 zł,30 zł
"GRY,INNE,YOUTUBE",Spichris,2,150 zł,4710 zł
YOUTUBE,The Myśliciel,0,0 zł,0 zł
"FILM,YOUTUBE",WpadkiFilmowe,0,0 zł,15 zł
"GRY,YOUTUBE,MOTORYZACJA",SinGhost Blog Show,0,0 zł,0 zł
"GRY,SPORT,YOUTUBE",Krzysztof Frajfeld,0,0 zł,3855 zł
"GRY,YOUTUBE",FiJayGames,0,0 zł,0 zł
"SZTUKA,TEATR,YOUTUBE",Paweł Górka,0,0 zł,0 zł
"GRY,YOUTUBE,STREAMERZY",Kinga Ołyńska,0,0 zł,285 zł
"GRY,YOUTUBE,STREAMERZY",QdiPSX,3,30 zł,1875 zł
"FILM,WYPRAWY,YOUTUBE",Kamil Nikodem,0,0 zł,0 zł
"GRY,YOUTUBE",Nosey Nosey,14,135 zł,21 tys. zł
"GRY,YOUTUBE",Drwal Rębajło,6,670 zł,5630 zł
"WYPRAWY,EDUKACJA,YOUTUBE",Irytujący Historyk,136,3290 zł,152 tys. zł
"YOUTUBE,MOTORYZACJA",Polscy Kierowcy,0,0 zł,5 zł
"INNE,YOUTUBE,STREAMERZY",Kriss Maslak,0,0 zł,0 zł
"SPORT,YOUTUBE,MOTORYZACJA,YOUTUBE",Kasku Motovlog,0,0 zł,10 zł
"GRY,YOUTUBE",Strzelam za 1hp,0,0 zł,0 zł
"WYPRAWY,EDUKACJA,YOUTUBE",Łowcy Przygód TV,2,20 zł,4090 zł
"GRY,SPORT,YOUTUBE",Straiser,0,0 zł,0 zł
"INNE,YOUTUBE",Profil zlikwidowany,FALSE,FALSE,FALSE
"GRY,YOUTUBE,STREAMERZY",Wojtusialke,9,275 zł,2650 zł
"GRY,YOUTUBE",Jacek Fajfer (Wont Be Fixed),0,0 zł,275 zł
"WYPRAWY,GRY,YOUTUBE",LetsGoTry,28,810 zł,55 tys. zł
"GRY,EDUKACJA,YOUTUBE",Blackwhite,0,0 zł,4855 zł
"EDUKACJA,YOUTUBE",Damian Orzechowski,0,0 zł,947 zł
"GRY,YOUTUBE,STREAMERZY",Jędrzej Szweda - ZagrajnikTV,34,570 zł,47 tys. zł
YOUTUBE,Łukasz Kos,0,0 zł,1400 zł
"GRY,YOUTUBE,STREAMERZY",Paweł Piekielniak,0,0 zł,7790 zł
"SPORT,YOUTUBE,INNE,KULINARNI",Tomasz Wróbel,0,0 zł,4565 zł
"GRY,KOMIKS,YOUTUBE",Wartax,0,0 zł,0 zł
"GRY,YOUTUBE,STREAMERZY",pater2604,0,0 zł,0 zł
"FILM,KOMIKS,YOUTUBE,STREAMERZY",Dem,68,2200 zł,18 tys. zł
"FILM,GRY,YOUTUBE,STREAMERZY",Kamil Seto Zawodny,0,0 zł,3605 zł
"FILM,GRY,YOUTUBE",Witkowski Robert,0,0 zł,120 zł
"GRY,PUBLICYSTYKA,YOUTUBE",Maxior,6,94 zł,4472 zł
"GRY,YOUTUBE,STREAMERZY",NRGeek,306,5415 zł,296 tys. zł
"EDUKACJA,YOUTUBE",Brzydki Burak,0,0 zł,3786 zł
"GRY,YOUTUBE",GRYzonie,0,0 zł,346 zł
"FILM,GRY,YOUTUBE",Łukasz Unterschuetz,0,0 zł,1537 zł
"RĘKODZIEŁO,YOUTUBE,KULINARNI",Dariusz Vaderio Woźniak,0,0 zł,0 zł
"SPORT,YOUTUBE,WORKOUT",Życie na sportowo,0,0 zł,3800 zł
"DESIGN,YOUTUBE",Architecture is a good idea,21,355 zł,78 tys. zł
"LITERATURA,YOUTUBE,PODCAST",Słuchowiska z Nutą Grozy,FALSE,FALSE,FALSE
"GRY,SPORT,YOUTUBE,SPORTY EKSTREMALNE,SPORTY WODNE",Piotr Lenartowicz,0,0 zł,88 zł
"FILM,SPORT,YOUTUBE,SPORTY EKSTREMALNE",yellowbox,FALSE,FALSE,FALSE
"GRY,YOUTUBE",kesiek,0,0 zł,0 zł
"FILM,KOMIKS,YOUTUBE",Pawlikowe Fanduby,0,0 zł,420 zł
"EDUKACJA,YOUTUBE",Fundacja Einsteina,0,0 zł,92 zł
"FILM,YOUTUBE,PODCAST",5 MINUT (Billie Sparrow i Hania Es),1,10 zł,7240 zł
"GRY,YOUTUBE",Pogromca Pustki II: Złodziej Kamienia,0,0 zł,0 zł
"GRY,YOUTUBE,STREAMERZY",Wiesiunio,0,0 zł,90 zł
YOUTUBE,Maciej Iwanowski,0,0 zł,519 zł
"YOUTUBE,SPOŁECZNE,STREAMERZY",Magdalena Augustynowicz,14,345 zł,11 tys. zł
"GRY,YOUTUBE",ARUkori,0,0 zł,890 zł
"SPORT,YOUTUBE,SPORTY EKSTREMALNE,MOTORYZACJA",Miko Marczyk,0,0 zł,12 tys. zł
"FILM,YOUTUBE",Borys Stanisławski,0,0 zł,0 zł
"KOMIKS,YOUTUBE",Komiksomaniak,0,0 zł,9760 zł
"WYPRAWY,EDUKACJA,YOUTUBE",Niskopodłogowiec,1,12 zł,10 tys. zł
"FILM,GRY,YOUTUBE",HUSIEK,0,0 zł,100 zł
"GRY,YOUTUBE",OrzechMC,0,0 zł,25 zł
"GRY,PUBLICYSTYKA,YOUTUBE",Chłopaczek,0,0 zł,0 zł
YOUTUBE,Tomasz Godlewski,0,0 zł,10 zł
"GRY,YOUTUBE",Remigiusz ROCK Maciaszek,FALSE,FALSE,FALSE
"WYPRAWY,GRY,YOUTUBE",Anna Rola,0,0 zł,90 zł
"YOUTUBE,SPOŁECZNE,STREAMERZY",Sebastian Kolczyński,0,0 zł,90 zł
"GRY,PUBLICYSTYKA,YOUTUBE",BartekGM,FALSE,FALSE,FALSE
"FILM,EDUKACJA,YOUTUBE,#KULTURAWSIECI",Krzysztof Dziewiątkowski,24,215 zł,12 tys. zł
"WYPRAWY,YOUTUBE",Kosper,0,0 zł,0 zł
"FILM,WYPRAWY,YOUTUBE",Andrzej,0,0 zł,0 zł
"PUBLICYSTYKA,YOUTUBE,PODCAST",Krzysztof Radzikowski,5,25 zł,2805 zł
YOUTUBE,Serafin Pęzioł,0,0 zł,35 zł
"WYPRAWY,YOUTUBE",BUSEM PRZEZ ŚWIAT,FALSE,FALSE,FALSE
"EDUKACJA,YOUTUBE,STREAMERZY",TikTalk,0,0 zł,FALSE
YOUTUBE,Mocny Vlog,31,360 zł,76 tys. zł
YOUTUBE,MiroBurn,FALSE,FALSE,FALSE
"FILM,GRY,YOUTUBE",Maksymilian Rak,0,0 zł,50 zł
"FILM,GRY,YOUTUBE",DC Studio,FALSE,FALSE,FALSE
"RĘKODZIEŁO,EDUKACJA,YOUTUBE",Piran,1,5 zł,4205 zł
"EDUKACJA,YOUTUBE,SPOŁECZNE",Samanta Dryja-Zabielska (Edukacja z pasją),1,5 zł,1345 zł
"SZTUKA,PUBLICYSTYKA,YOUTUBE",Tomasz Samołyk,736,14790 zł,337 tys. zł
"WYPRAWY,YOUTUBE",uRban w Londynie,0,0 zł,11 tys. zł
"FILM,GRY,YOUTUBE",YoshihitoMayoshe,0,0 zł,64 zł
YOUTUBE,Łukasz Wdowiak,FALSE,FALSE,FALSE
"SZTUKA,MALARSTWO,YOUTUBE",Samanta Lesiak,0,0 zł,760 zł
"WYPRAWY,YOUTUBE",Preto on Tour,0,0 zł,0 zł
"FILM,YOUTUBE",RocketTeam,0,0 zł,20 zł
"EDUKACJA,YOUTUBE,NAUKA",BOXDEL,0,0 zł,120 zł
"FILM,WYPRAWY,YOUTUBE",Damian Drazek,1,10 zł,20 tys. zł
"GRY,YOUTUBE",Bartek BokserPL,0,0 zł,0 zł
"GRY,YOUTUBE",Cropson GO,0,0 zł,0 zł
"FILM,GRY,YOUTUBE,#KULTURAWSIECI",Notatnik Reżysera by Paweł J. Rodan,3,270 zł,9190 zł
"FILM,SPORT,YOUTUBE,PIŁKA NOŻNA",Damian Biniarz,0,0 zł,0 zł
YOUTUBE,Marcin Malczynski,0,0 zł,12 zł
"GRY,YOUTUBE",Tajemniczy,0,0 zł,15 zł
"FILM,WYPRAWY,YOUTUBE",Krzysztof Gonciarz,36,555 zł,625 tys. zł
"WYPRAWY,YOUTUBE,KULINARNI",Kaszub w Kalifornii,0,0 zł,235 zł
"EDUKACJA,YOUTUBE,PODCAST",Uwaga Naukowy Bełkot,545,8720 zł,432 tys. zł
"FILM,YOUTUBE,PODCAST",Biblioteka Ossus,3,65 zł,FALSE
"GRY,YOUTUBE,MOTORYZACJA",Pan Tutaj,0,0 zł,0 zł
"WYPRAWY,YOUTUBE,PODCAST",Niech to Szlak,7,175 zł,1130 zł
"GRY,YOUTUBE",eSport Wars,0,0 zł,0 zł
"EDUKACJA,YOUTUBE",ElektroPrzewodnik,0,0 zł,10 tys. zł
"GRY,YOUTUBE",Sebastian Pietrzak,0,0 zł,0 zł
"FILM,YOUTUBE",Sfilmowani,36,590 zł,77 tys. zł
"FILM,GRY,YOUTUBE",Xazax,0,0 zł,1953 zł
"GRY,KOMIKS,YOUTUBE",Radioactive TV,0,0 zł,20 zł
"FILM,GRY,YOUTUBE,PODCAST",Myszmasz Podcast Popkulturalny,FALSE,FALSE,FALSE
"GRY,PUBLICYSTYKA,YOUTUBE",OneUp.TV,0,0 zł,0 zł
"FILM,GRY,YOUTUBE",RetroGralnia,20,425 zł,9872 zł
YOUTUBE,Paweł Opydo,0,0 zł,7086 zł
"FILM,GRY,YOUTUBE",Artur Loska,0,0 zł,2075 zł
"LITERATURA,WYPRAWY,YOUTUBE",Marek Malman,6,120 zł,4905 zł
"GRY,INNE,YOUTUBE",MULTIPLAYERGAMINGPL,0,0 zł,3185 zł
"KOMIKS,YOUTUBE,PODCAST",Kasia Babis,FALSE,FALSE,FALSE
"FILM,GRY,YOUTUBE",Wiedźmin Wiki,0,0 zł,205 zł
"GRY,YOUTUBE,STREAMERZY",MrMegaSpider,0,0 zł,0 zł
"GRY,PUBLICYSTYKA,YOUTUBE",GraczWatch,0,0 zł,FALSE
"GRY,YOUTUBE,STREAMERZY",Granie Na Spontanie,1,10 zł,420 zł
"GRY,COSPLAY,YOUTUBE",Kondzio Player,10,190 zł,8390 zł
"GRY,YOUTUBE",Staszek iGRAszkowski,98,894 zł,48 tys. zł
"SZTUKA,GRAFIKA,MALARSTWO,YOUTUBE",Królowa Kur,0,0 zł,0 zł
"GRY,YOUTUBE,PODCAST",PaDtv - PADcast,7,115 zł,12 tys. zł
"FILM,EDUKACJA,YOUTUBE",Astrofaza,354,9470 zł,FALSE
"KOMIKS,GRAFIKA,YOUTUBE",Pan Rysownik,0,0 zł,110 zł
"RĘKODZIEŁO,GRAFIKA,YOUTUBE",yuyechka,1,5 zł,1266 zł
"GRY,KULINARNI",Hex Cafe,4,300 zł,8790 zł
"KULINARNI,ZDROWIE,ROŚLINY",Ogród Matyldy,2,30 zł,1280 zł
"EDUKACJA,KULINARNI,ZDROWIE",SZOK dietoterapia,1,10 zł,210 zł
"WYPRAWY,SZTUKA,KULINARNI",Warming,2,50 zł,865 zł
"INNE,KULINARNI,SPOŁECZNE",Czeska Piviarnia,1,15 zł,6568 zł
"GRY,KULINARNI",Rlyeh Cafe,22,340 zł,62 tys. zł
"INNE,KULINARNI,SPOŁECZNE",Klubokawiarnia Cynamon,1,100 zł,33 tys. zł
"KULINARNI,ZDROWIE,SPOŁECZNE",Zakręcona Kawiarenka,4,FALSE,FALSE
"KULINARNI,SPOŁECZNE",Fundacja Wolne Miejsce,1,10 zł,10 zł
KULINARNI,Kuchnia pod Brzozą,0,0 zł,0 zł
"INNE,KULINARNI,SPOŁECZNE",INVELI,0,0 zł,0 zł
KULINARNI,HANYS Kuchnia po Śląsku,0,0 zł,0 zł
"EDUKACJA,KULINARNI,ZDROWIE",biokurier.pl,0,0 zł,21 zł
"RĘKODZIEŁO,KULINARNI,SPOŁECZNE",Stowarzyszenia Otwarte Drzwi,0,0 zł,0 zł
"RĘKODZIEŁO,KULINARNI,ZDROWIE",Mariola Tarnowska,0,0 zł,0 zł
"KULINARNI,MOTORYZACJA,NAUKA",Kombajn BIZON Powraca - KombajnBIZON.pl,0,0 zł,0 zł
"INNE,KULINARNI,SPOŁECZNE",Polskie Internetowe Muzeum Yerba Mate,0,0 zł,40 zł
"WYPRAWY,KULINARNI,ZDROWIE",AMORE by Mamma Marietta,0,0 zł,25 zł
"INNE,KULINARNI",Ciekawe Piwa z Marketów,0,0 zł,270 zł
"INNE,KULINARNI",Café,0,0 zł,0 zł
"EDUKACJA,KULINARNI,ZDROWIE",DziczeJemy,0,0 zł,150 zł
"MODA,RĘKODZIEŁO,KULINARNI",Pracownia Nowakowska,0,0 zł,0 zł
"EDUKACJA,KULINARNI,ZDROWIE",Ketolog,0,0 zł,FALSE
"WYPRAWY,RĘKODZIEŁO,KULINARNI",Domo Bake,0,0 zł,1330 zł
"INNE,KULINARNI,ZDROWIE",Gospodarstwo Rodzinne Bronisławy,0,0 zł,255 zł
"TEATR,KULINARNI,PODCAST",Salon Kultury,0,0 zł,0 zł
"SZTUKA,RĘKODZIEŁO,KULINARNI",Chocolateste4k,0,0 zł,0 zł
KULINARNI,dr Cake,0,0 zł,0 zł
KULINARNI,Przepisy Joli,FALSE,FALSE,FALSE
"KULINARNI,ZWIERZĘTA,ZDROWIE",Zdrowy Sklep dla Zwierząt,0,0 zł,150 zł
KULINARNI,Akademia Domowego Barmana,0,0 zł,75 zł
"KULINARNI,NAUKA,ZDROWIE",Fruity Yoga,0,0 zł,0 zł
"EDUKACJA,KULINARNI,ZDROWIE",Jolanta Gierszon,0,0 zł,0 zł
"KULINARNI,SPOŁECZNE",Klubokawiarnia Alternatywa 21,0,0 zł,405 zł
"SPORT,KULINARNI,ZDROWIE",Asystent Żywienia - Planowanie posiłków,0,0 zł,665 zł
"EDUKACJA,KULINARNI,SPOŁECZNE",Kucharze BezGranic,0,0 zł,0 zł
"KULINARNI,ZDROWIE,SPOŁECZNE",LunchTube,0,0 zł,0 zł
"KULINARNI,ZDROWIE,SPOŁECZNE",SzczuplaKobieta.com,0,0 zł,0 zł
"KULINARNI,SPOŁECZNE",cieKAWA kawiarnia Gdańsk,0,0 zł,5075 zł
"SPORT,KULINARNI,ZDROWIE",Droga ku równowadze,0,0 zł,0 zł
KULINARNI,spicethingsup.pl,0,0 zł,125 zł
KULINARNI,Natalia Filippova,0,0 zł,0 zł
"EDUKACJA,KULINARNI,SPOŁECZNE",Więzienna Piekarnia,0,0 zł,100 zł
"SPORT,KULINARNI,ZDROWIE",Be Active Trucker,0,0 zł,50 zł
"EDUKACJA,KULINARNI,ZDROWIE",Majlaa - dietetyk,0,0 zł,75 zł
"INNE,KULINARNI,ZDROWIE",Daniel..M,0,0 zł,0 zł
"KULINARNI,ZDROWIE",Wybierz Zdrowo,0,0 zł,0 zł
"WYPRAWY,KULINARNI,SPOŁECZNE",Jakub Juszyński,2,55 zł,1785 zł
"RĘKODZIEŁO,KULINARNI",Looks Yummy Candles,0,0 zł,230 zł
KULINARNI,Akademia Kulinarna Vivy - Zjedz Buraków,0,0 zł,1500 zł
"KULINARNI,NAUKA,ZWIERZĘTA",Roślinne Porady,0,0 zł,0 zł
"INNE,SPORT,SPORTY WALKI,INNE,SPORTY EKSTREMALNE,WORKOUT,KULINARNI",LimaK Energy Drink Collection,0,0 zł,0 zł
KULINARNI,Zdrowe Życie,0,0 zł,0 zł
"LITERATURA,KULINARNI",Kuryer Cyniczny,0,0 zł,1085 zł
"EDUKACJA,MOTORYZACJA,NAUKA",Muzeum Motoryzacji i Techniki w Otrębusach,35,967 zł,19 tys. zł
"GRY,SPORT,MOTORYZACJA",ALAC - Amatorska Liga Assetto Corsa,13,305 zł,3950 zł
"GRY,INNE,MOTORYZACJA",vPET.pl,16,885 zł,1810 zł
"EDUKACJA,MOTORYZACJA,SPOŁECZNE",Stop Cham Warszawa,17,307 zł,15 tys. zł
"SPORT,EDUKACJA,MOTORYZACJA",X-cross,43,1230 zł,2120 zł
"PUBLICYSTYKA,MOTORYZACJA,SPOŁECZNE",BRD24.pl,27,389 zł,14 tys. zł
"MOTORYZACJA,ZDROWIE,SPOŁECZNE",Fundacja Ratownictwo Motocyklowe Polska,4,300 zł,8220 zł
"PUBLICYSTYKA,MOTORYZACJA,PODCAST",Węzeł przesiadkowy,43,616 zł,13 tys. zł
MOTORYZACJA,TOTALSCHADE Elita,FALSE,FALSE,FALSE
MOTORYZACJA,Te💙eS,FALSE,FALSE,FALSE
"LITERATURA,WYPRAWY,MOTORYZACJA",Michal Odolczyk,1,30 zł,30 zł
"PUBLICYSTYKA,MOTORYZACJA,NAUKA",Truck and Trailer,0,0 zł,0 zł
"WYPRAWY,SPORT,MOTORYZACJA",Krystian Paluch,2,200 zł,200 zł
"WYPRAWY,MOTORYZACJA,ZWIERZĘTA",Jacek i Diego,3,30 zł,60 zł
"INNE,MOTORYZACJA,SPOŁECZNE",Sebastian Wojciechowski,3,15 zł,260 zł
MOTORYZACJA,Junior na moto,0,0 zł,0 zł
"SPORT,MOTORYZACJA,STREAMERZY",Pandolnięci czyli Panda Rally Team Polska,1,122 zł,244 zł
"MOTORYZACJA,SPOŁECZNE",Klub Sympatyków Kolei we Wrocławiu,0,0 zł,0 zł
"SPORT,MOTORYZACJA,ZDROWIE",DriftRunner,0,0 zł,24 zł
"EDUKACJA,MOTORYZACJA,SPOŁECZNE",Fundacja Motoryzacja Dzieciom,7,95 zł,880 zł
"WYPRAWY,SPORT,MOTORYZACJA",WilkSquad,0,0 zł,0 zł
"WYPRAWY,INNE,MOTORYZACJA",Yanosik,0,0 zł,100 zł
"WYPRAWY,PUBLICYSTYKA,MOTORYZACJA",Road of Adventure,0,0 zł,30 zł
MOTORYZACJA,Waldemar Mobil,0,0 zł,9 zł
MOTORYZACJA,Stal Garaż,0,0 zł,0 zł
"WYPRAWY,MOTORYZACJA",Żuławska Kolej Ogrodowa Tomka,2,20 zł,130 zł
"INNE,MOTORYZACJA,SPOŁECZNE",Fundacja WDW Automotive,0,0 zł,0 zł
"SZTUKA,DESIGN,MOTORYZACJA",Adrian Mazur,0,0 zł,0 zł
"GRY,MOTORYZACJA,NAUKA",Sam sobie naprawie,0,0 zł,0 zł
MOTORYZACJA,Remont idEalny,0,0 zł,0 zł
MOTORYZACJA,QBA 636,1,25 zł,50 zł
"GRAFIKA,MOTORYZACJA,ZWIERZĘTA",Nosacze motoryzacji,0,0 zł,0 zł
MOTORYZACJA,Truck Mechanic from Poland,12,235 zł,4955 zł
"GRY,SPORT,MOTORYZACJA",Vincere League,0,0 zł,470 zł
"SPORT,MOTORYZACJA,SPOŁECZNE",Klub Sportowy Jastrząb Borzęcin,0,0 zł,0 zł
MOTORYZACJA,Youngtimerbike.pl,9,145 zł,2125 zł
"SPORT,MOTORYZACJA,ZDROWIE",Kacper Kłosok,0,0 zł,2910 zł
"DESIGN,MOTORYZACJA",Genesis 303 - budowa samochodu sportowego własnego projektu,0,0 zł,0 zł
"SPORT,EDUKACJA,MOTORYZACJA",Stowarzyszenie Klub Sportowy Shifter Karting Racing Team,0,0 zł,0 zł
"GRY,SPORT,MOTORYZACJA",Ścigałka Online League,0,0 zł,0 zł
"PUBLICYSTYKA,MOTORYZACJA,PODCAST",Overdrive,1,25 zł,635 zł
"RĘKODZIEŁO,GRAFIKA,MOTORYZACJA",Paweł Młotkowski,1,10 zł,330 zł
"GRY,SPORT,MOTORYZACJA",SpeedwayHax,0,0 zł,0 zł
"SPORT,GRAFIKA,MOTORYZACJA",Speedway Programs - Programy żużlowe,21,165 zł,2485 zł
"SPORT,MOTORYZACJA",Kamil Szkudlarek,0,0 zł,0 zł
"GRY,SPORT,MOTORYZACJA",Forza Motorsport Polska,5,80 zł,2340 zł
"SPORT,PUBLICYSTYKA,MOTORYZACJA",Polski Karting,2,160 zł,5960 zł
"WYPRAWY,INNE,MOTORYZACJA",GUMBO off-road APP,0,0 zł,1295 zł
"SPORT,MOTORYZACJA",Moto Złośnica,0,0 zł,1485 zł
"WYPRAWY,DESIGN,MOTORYZACJA",Piotr Nienartowicz,1,20 zł,140 zł
